time (s),/YS<0> (V),/WENB (V),/WeightB (V),/RFS_ENB (V),/I0/VOUTB (V),/cmIn (V),/PRE (V),/WWL<0> (V),/RWL<0> (V),/I0/WBL (V),/I0/VRBL (V),/Vref (V),/VOUT (V)
0.000,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
70.00E-12,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
210.0E-12,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
490.0E-12,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
1.050E-9,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
2.170E-9,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
3.570E-9,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
4.000E-9,1.200,0.000,0.000,1.200,212.7E-9,0.000,0.000,1.200,1.200,1.798,1.000,550.0E-3,93.38E-9
4.000E-9,1.200,10.01E-3,10.01E-3,1.200,52.47E-6,0.000,0.000,1.190,1.200,1.798,1.000,550.0E-3,12.29E-6
4.000E-9,1.200,30.02E-3,30.02E-3,1.200,14.45E-6,0.000,0.000,1.170,1.200,1.797,1.000,550.0E-3,971.2E-9
4.001E-9,1.200,70.06E-3,70.06E-3,1.200,-755.5E-6,0.000,0.000,1.130,1.200,1.791,1.000,550.0E-3,-162.6E-6
4.001E-9,1.200,123.0E-3,123.0E-3,1.200,-2.550E-3,0.000,0.000,1.077,1.200,1.776,1.000,550.0E-3,-447.9E-6
4.002E-9,1.200,184.6E-3,184.6E-3,1.200,-4.803E-3,0.000,0.000,1.015,1.200,1.754,1.000,550.0E-3,-655.6E-6
4.002E-9,1.200,272.3E-3,272.3E-3,1.200,-7.090E-3,0.000,0.000,927.7E-3,1.200,1.720,1.000,550.0E-3,-630.6E-6
4.003E-9,1.200,390.0E-3,390.0E-3,1.200,-8.139E-3,0.000,0.000,810.0E-3,1.200,1.676,1.000,550.0E-3,-308.3E-6
4.005E-9,1.200,546.5E-3,546.5E-3,1.200,-7.929E-3,0.000,0.000,653.5E-3,1.200,1.621,1.000,550.0E-3,-3.410E-6
4.007E-9,1.200,844.2E-3,844.2E-3,1.200,-8.416E-3,0.000,0.000,355.8E-3,1.200,1.505,1.000,550.0E-3,-50.49E-6
4.009E-9,1.200,1.022,1.022,1.200,-10.27E-3,0.000,0.000,177.9E-3,1.200,1.417,1.000,550.0E-3,-243.1E-6
4.009E-9,1.200,1.111,1.111,1.200,-11.57E-3,0.000,0.000,88.95E-3,1.200,1.365,1.000,550.0E-3,-310.5E-6
4.010E-9,1.200,1.200,1.200,1.200,-12.95E-3,0.000,0.000,0.000,1.200,1.309,1.000,550.0E-3,-348.0E-6
4.010E-9,1.200,1.200,1.200,1.200,-13.27E-3,0.000,0.000,0.000,1.200,1.302,1.000,550.0E-3,-389.2E-6
4.010E-9,1.200,1.200,1.200,1.200,-13.89E-3,0.000,0.000,0.000,1.200,1.288,1.000,550.0E-3,-457.7E-6
4.011E-9,1.200,1.200,1.200,1.200,-14.86E-3,0.000,0.000,0.000,1.200,1.262,1.000,550.0E-3,-510.7E-6
4.011E-9,1.200,1.200,1.200,1.200,-15.88E-3,0.000,0.000,0.000,1.200,1.223,1.000,550.0E-3,-458.2E-6
4.012E-9,1.200,1.200,1.200,1.200,-16.42E-3,0.000,0.000,0.000,1.200,1.169,1.000,550.0E-3,-257.7E-6
4.013E-9,1.200,1.200,1.200,1.200,-16.11E-3,0.000,0.000,0.000,1.200,1.106,1.000,550.0E-3,-17.76E-6
4.014E-9,1.200,1.200,1.200,1.200,-14.86E-3,0.000,0.000,0.000,1.200,1.027,1.000,550.0E-3,170.5E-6
4.016E-9,1.200,1.200,1.200,1.200,-12.32E-3,0.000,0.000,0.000,1.200,924.4E-3,1.000,550.0E-3,268.7E-6
4.019E-9,1.200,1.200,1.200,1.200,-8.555E-3,0.000,0.000,0.000,1.200,811.8E-3,1.000,550.0E-3,266.3E-6
4.023E-9,1.200,1.200,1.200,1.200,-4.495E-3,0.000,0.000,0.000,1.200,701.9E-3,1.000,550.0E-3,157.0E-6
4.027E-9,1.200,1.200,1.200,1.200,-2.742E-3,0.000,0.000,0.000,1.200,642.4E-3,1.000,550.0E-3,69.27E-6
4.030E-9,1.200,1.200,1.200,1.200,-1.784E-3,0.000,0.000,0.000,1.200,601.2E-3,1.000,550.0E-3,43.99E-6
4.035E-9,1.200,1.200,1.200,1.200,-1.167E-3,0.000,0.000,0.000,1.200,567.5E-3,1.000,550.0E-3,22.31E-6
4.040E-9,1.200,1.200,1.200,1.200,-772.1E-6,0.000,0.000,0.000,1.200,534.2E-3,1.000,550.0E-3,9.683E-6
4.047E-9,1.200,1.200,1.200,1.200,-557.8E-6,0.000,0.000,0.000,1.200,501.8E-3,1.000,550.0E-3,4.147E-6
4.056E-9,1.200,1.200,1.200,1.200,-438.4E-6,0.000,0.000,0.000,1.200,466.6E-3,1.000,550.0E-3,1.822E-6
4.068E-9,1.200,1.200,1.200,1.200,-350.2E-6,0.000,0.000,0.000,1.200,425.7E-3,1.000,550.0E-3,1.368E-6
4.086E-9,1.200,1.200,1.200,1.200,-265.9E-6,0.000,0.000,0.000,1.200,374.6E-3,1.000,550.0E-3,745.3E-9
4.115E-9,1.200,1.200,1.200,1.200,-177.6E-6,0.000,0.000,0.000,1.200,314.3E-3,1.000,550.0E-3,677.0E-9
4.144E-9,1.200,1.200,1.200,1.200,-132.2E-6,0.000,0.000,0.000,1.200,270.0E-3,1.000,550.0E-3,151.8E-9
4.177E-9,1.200,1.200,1.200,1.200,-87.37E-6,0.000,0.000,0.000,1.200,235.6E-3,1.000,550.0E-3,566.5E-9
4.214E-9,1.200,1.200,1.200,1.200,-53.81E-6,0.000,0.000,0.000,1.200,210.5E-3,1.000,550.0E-3,11.08E-9
4.261E-9,1.200,1.200,1.200,1.200,-26.07E-6,0.000,0.000,0.000,1.200,192.0E-3,1.000,550.0E-3,394.6E-9
4.315E-9,1.200,1.200,1.200,1.200,-11.79E-6,0.000,0.000,0.000,1.200,182.1E-3,1.000,550.0E-3,-85.64E-9
4.376E-9,1.200,1.200,1.200,1.200,-4.063E-6,0.000,0.000,0.000,1.200,177.3E-3,1.000,550.0E-3,311.8E-9
4.451E-9,1.200,1.200,1.200,1.200,-1.273E-6,0.000,0.000,0.000,1.200,175.3E-3,1.000,550.0E-3,-101.2E-9
4.549E-9,1.200,1.200,1.200,1.200,21.25E-9,0.000,0.000,0.000,1.200,174.6E-3,1.000,550.0E-3,286.8E-9
4.687E-9,1.200,1.200,1.200,1.200,-8.760E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-95.60E-9
4.898E-9,1.200,1.200,1.200,1.200,189.1E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,279.9E-9
5.280E-9,1.200,1.200,1.200,1.200,3.068E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-91.71E-9
6.044E-9,1.200,1.200,1.200,1.200,182.1E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,277.8E-9
7.052E-9,1.200,1.200,1.200,1.200,6.904E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-90.50E-9
8.000E-9,1.200,1.200,1.200,1.200,178.8E-9,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,276.7E-9
8.000E-9,1.200,1.200,1.200,1.200,14.03E-6,10.01E-3,0.000,0.000,1.190,174.5E-3,1.003,550.0E-3,5.592E-6
8.000E-9,1.200,1.200,1.200,1.200,34.57E-6,30.03E-3,0.000,0.000,1.170,174.5E-3,1.008,550.0E-3,12.09E-6
8.001E-9,1.200,1.200,1.200,1.200,41.98E-6,70.06E-3,0.000,0.000,1.130,174.5E-3,1.015,550.0E-3,9.458E-6
8.001E-9,1.200,1.200,1.200,1.200,18.49E-6,150.1E-3,0.000,0.000,1.050,174.5E-3,1.022,550.0E-3,-3.632E-6
8.002E-9,1.200,1.200,1.200,1.200,-1.916E-6,244.2E-3,0.000,0.000,955.8E-3,174.5E-3,1.027,550.0E-3,-6.034E-6
8.003E-9,1.200,1.200,1.200,1.200,-35.90E-9,369.6E-3,0.000,0.000,830.4E-3,174.5E-3,1.036,550.0E-3,13.42E-9
8.004E-9,1.200,1.200,1.200,1.200,19.35E-6,535.2E-3,0.000,0.000,664.8E-3,174.5E-3,1.058,550.0E-3,3.992E-6
8.006E-9,1.200,1.200,1.200,1.200,24.78E-6,761.6E-3,0.000,0.000,438.4E-3,174.5E-3,1.103,550.0E-3,248.9E-9
8.008E-9,1.200,1.200,1.200,1.200,5.748E-6,980.8E-3,0.000,0.000,219.2E-3,174.5E-3,1.153,550.0E-3,-3.222E-6
8.009E-9,1.200,1.200,1.200,1.200,-3.618E-6,1.090,0.000,0.000,109.6E-3,174.5E-3,1.178,550.0E-3,-2.758E-6
8.010E-9,1.200,1.200,1.200,1.200,-21.25E-6,1.200,0.000,0.000,0.000,174.5E-3,1.198,550.0E-3,-4.788E-6
8.010E-9,1.200,1.200,1.200,1.200,-35.11E-6,1.200,0.000,0.000,0.000,174.5E-3,1.197,550.0E-3,-9.549E-6
8.010E-9,1.200,1.200,1.200,1.200,-59.07E-6,1.200,0.000,0.000,0.000,174.5E-3,1.195,550.0E-3,-16.39E-6
8.011E-9,1.200,1.200,1.200,1.200,-84.68E-6,1.200,0.000,0.000,0.000,174.5E-3,1.191,550.0E-3,-18.08E-6
8.011E-9,1.200,1.200,1.200,1.200,-91.84E-6,1.200,0.000,0.000,0.000,174.5E-3,1.180,550.0E-3,-7.968E-6
8.012E-9,1.200,1.200,1.200,1.200,-67.19E-6,1.200,0.000,0.000,0.000,174.5E-3,1.147,550.0E-3,5.186E-6
8.015E-9,1.200,1.200,1.200,1.200,-35.94E-6,1.200,0.000,0.000,0.000,174.5E-3,1.041,550.0E-3,2.754E-6
8.017E-9,1.200,1.200,1.200,1.200,-20.55E-6,1.200,0.000,0.000,0.000,174.5E-3,900.0E-3,550.0E-3,1.554E-6
8.020E-9,1.200,1.200,1.200,1.200,18.73E-6,1.200,0.000,0.000,0.000,174.5E-3,757.3E-3,550.0E-3,4.989E-6
8.022E-9,1.200,1.200,1.200,1.200,47.46E-6,1.200,0.000,0.000,0.000,174.5E-3,685.9E-3,550.0E-3,3.510E-6
8.024E-9,1.200,1.200,1.200,1.200,40.43E-6,1.200,0.000,0.000,0.000,174.5E-3,651.5E-3,550.0E-3,-1.825E-6
8.027E-9,1.200,1.200,1.200,1.200,18.10E-6,1.200,0.000,0.000,0.000,174.5E-3,634.6E-3,550.0E-3,-2.841E-6
8.029E-9,1.200,1.200,1.200,1.200,5.943E-6,1.200,0.000,0.000,0.000,174.5E-3,624.6E-3,550.0E-3,-880.2E-9
8.032E-9,1.200,1.200,1.200,1.200,2.156E-6,1.200,0.000,0.000,0.000,174.5E-3,617.1E-3,550.0E-3,-70.26E-9
8.036E-9,1.200,1.200,1.200,1.200,1.299E-6,1.200,0.000,0.000,0.000,174.5E-3,610.6E-3,550.0E-3,87.38E-9
8.043E-9,1.200,1.200,1.200,1.200,293.5E-9,1.200,0.000,0.000,0.000,174.5E-3,605.6E-3,550.0E-3,29.33E-9
8.051E-9,1.200,1.200,1.200,1.200,310.3E-9,1.200,0.000,0.000,0.000,174.5E-3,603.2E-3,550.0E-3,140.6E-9
8.064E-9,1.200,1.200,1.200,1.200,-42.48E-9,1.200,0.000,0.000,0.000,174.5E-3,602.1E-3,550.0E-3,41.94E-9
8.081E-9,1.200,1.200,1.200,1.200,223.3E-9,1.200,0.000,0.000,0.000,174.5E-3,601.0E-3,550.0E-3,144.9E-9
8.110E-9,1.200,1.200,1.200,1.200,-30.60E-9,1.200,0.000,0.000,0.000,174.5E-3,599.4E-3,550.0E-3,42.09E-9
8.169E-9,1.200,1.200,1.200,1.200,214.7E-9,1.200,0.000,0.000,0.000,174.5E-3,596.2E-3,550.0E-3,144.5E-9
8.285E-9,1.200,1.200,1.200,1.200,-25.69E-9,1.200,0.000,0.000,0.000,174.5E-3,589.8E-3,550.0E-3,42.35E-9
8.518E-9,1.200,1.200,1.200,1.200,212.4E-9,1.200,0.000,0.000,0.000,174.5E-3,577.4E-3,550.0E-3,144.4E-9
8.983E-9,1.200,1.200,1.200,1.200,-24.50E-9,1.200,0.000,0.000,0.000,174.5E-3,553.8E-3,550.0E-3,42.43E-9
9.914E-9,1.200,1.200,1.200,1.200,211.8E-9,1.200,0.000,0.000,0.000,174.5E-3,511.2E-3,550.0E-3,144.3E-9
10.00E-9,1.200,1.200,1.200,1.200,-22.16E-9,1.200,0.000,0.000,0.000,174.5E-3,507.6E-3,550.0E-3,42.61E-9
10.00E-9,1.200,1.200,1.200,1.200,169.1E-6,1.200,10.01E-3,0.000,0.000,174.5E-3,507.8E-3,550.0E-3,208.9E-6
10.00E-9,1.200,1.200,1.200,1.200,453.7E-6,1.200,30.03E-3,0.000,0.000,174.5E-3,508.1E-3,550.0E-3,551.5E-6
10.00E-9,1.200,1.200,1.200,1.200,716.3E-6,1.200,70.06E-3,0.000,0.000,174.5E-3,508.5E-3,550.0E-3,833.5E-6
10.00E-9,1.200,1.200,1.200,1.200,707.9E-6,1.200,150.1E-3,0.000,0.000,174.5E-3,508.7E-3,550.0E-3,751.4E-6
10.00E-9,1.200,1.200,1.200,1.200,407.1E-6,1.200,295.9E-3,0.000,0.000,174.5E-3,508.4E-3,550.0E-3,369.7E-6
10.00E-9,1.200,1.200,1.200,1.200,311.3E-6,1.200,422.9E-3,0.000,0.000,174.5E-3,506.8E-3,550.0E-3,294.2E-6
10.00E-9,1.200,1.200,1.200,1.200,417.7E-6,1.200,564.3E-3,0.000,0.000,174.5E-3,502.0E-3,550.0E-3,441.8E-6
10.01E-9,1.200,1.200,1.200,1.200,628.8E-6,1.200,676.9E-3,0.000,0.000,174.5E-3,496.0E-3,550.0E-3,683.6E-6
10.01E-9,1.200,1.200,1.200,1.200,901.0E-6,1.200,811.5E-3,0.000,0.000,174.5E-3,488.9E-3,550.0E-3,944.1E-6
10.01E-9,1.200,1.200,1.200,1.200,800.1E-6,1.200,877.5E-3,0.000,0.000,174.5E-3,487.6E-3,550.0E-3,670.4E-6
10.01E-9,1.200,1.200,1.200,1.200,80.70E-6,1.200,958.1E-3,0.000,0.000,174.5E-3,488.3E-3,550.0E-3,-627.3E-6
10.01E-9,1.200,1.200,1.200,1.200,-781.6E-6,1.200,1.022,0.000,0.000,174.5E-3,491.0E-3,550.0E-3,-2.058E-3
10.01E-9,1.200,1.200,1.200,1.200,-1.726E-3,1.200,1.116,0.000,0.000,174.5E-3,495.1E-3,550.0E-3,-3.468E-3
10.01E-9,1.200,1.200,1.200,1.200,-1.995E-3,1.200,1.158,0.000,0.000,174.5E-3,496.5E-3,550.0E-3,-3.816E-3
10.01E-9,1.200,1.200,1.200,1.200,-2.197E-3,1.200,1.200,0.000,0.000,174.5E-3,497.5E-3,550.0E-3,-4.059E-3
10.01E-9,1.200,1.200,1.200,1.200,-2.324E-3,1.200,1.200,0.000,0.000,174.5E-3,497.3E-3,550.0E-3,-4.210E-3
10.01E-9,1.200,1.200,1.200,1.200,-2.567E-3,1.200,1.200,0.000,0.000,174.5E-3,497.2E-3,550.0E-3,-4.499E-3
10.01E-9,1.200,1.200,1.200,1.200,-2.831E-3,1.200,1.200,0.000,0.000,174.5E-3,497.2E-3,550.0E-3,-4.807E-3
10.01E-9,1.200,1.200,1.200,1.200,-3.221E-3,1.200,1.200,0.000,0.000,174.5E-3,497.7E-3,550.0E-3,-5.249E-3
10.01E-9,1.200,1.200,1.200,1.200,-3.606E-3,1.200,1.200,0.000,0.000,174.5E-3,498.6E-3,550.0E-3,-5.654E-3
10.01E-9,1.200,1.200,1.200,1.200,-3.808E-3,1.200,1.200,0.000,0.000,174.6E-3,499.3E-3,550.0E-3,-5.851E-3
10.01E-9,1.200,1.200,1.200,1.200,-3.900E-3,1.200,1.200,0.000,0.000,174.6E-3,499.6E-3,550.0E-3,-6.003E-3
10.02E-9,1.200,1.200,1.200,1.200,-3.846E-3,1.200,1.200,0.000,0.000,174.6E-3,499.8E-3,550.0E-3,-6.261E-3
10.02E-9,1.200,1.200,1.200,1.200,-3.323E-3,1.200,1.200,0.000,0.000,174.6E-3,499.8E-3,550.0E-3,-6.407E-3
10.02E-9,1.200,1.200,1.200,1.200,-1.602E-3,1.200,1.200,0.000,0.000,174.6E-3,499.9E-3,550.0E-3,-6.546E-3
10.03E-9,1.200,1.200,1.200,1.200,2.954E-3,1.200,1.200,0.000,0.000,174.6E-3,499.9E-3,550.0E-3,-2.639E-3
10.03E-9,1.200,1.200,1.200,1.200,14.48E-3,1.200,1.200,0.000,0.000,174.6E-3,499.9E-3,550.0E-3,43.66E-3
10.03E-9,1.200,1.200,1.200,1.200,28.53E-3,1.200,1.200,0.000,0.000,174.4E-3,499.9E-3,550.0E-3,162.9E-3
10.03E-9,1.200,1.200,1.200,1.200,42.65E-3,1.200,1.200,0.000,0.000,174.3E-3,499.9E-3,550.0E-3,316.0E-3
10.03E-9,1.200,1.200,1.200,1.200,55.20E-3,1.200,1.200,0.000,0.000,173.9E-3,499.9E-3,550.0E-3,542.0E-3
10.04E-9,1.200,1.200,1.200,1.200,52.65E-3,1.200,1.200,0.000,0.000,173.6E-3,499.9E-3,550.0E-3,737.3E-3
10.04E-9,1.200,1.200,1.200,1.200,41.14E-3,1.200,1.200,0.000,0.000,173.4E-3,499.9E-3,550.0E-3,911.0E-3
10.04E-9,1.200,1.200,1.200,1.200,29.15E-3,1.200,1.200,0.000,0.000,173.4E-3,499.8E-3,550.0E-3,1.025
10.04E-9,1.200,1.200,1.200,1.200,16.08E-3,1.200,1.200,0.000,0.000,173.5E-3,499.5E-3,550.0E-3,1.118
10.04E-9,1.200,1.200,1.200,1.200,7.912E-3,1.200,1.200,0.000,0.000,173.7E-3,499.2E-3,550.0E-3,1.159
10.04E-9,1.200,1.200,1.200,1.200,3.285E-3,1.200,1.200,0.000,0.000,173.8E-3,498.5E-3,550.0E-3,1.177
10.05E-9,1.200,1.200,1.200,1.200,318.6E-6,1.200,1.200,0.000,0.000,174.0E-3,497.9E-3,550.0E-3,1.189
10.05E-9,1.200,1.200,1.200,1.200,-499.6E-6,1.200,1.200,0.000,0.000,174.1E-3,497.5E-3,550.0E-3,1.194
10.05E-9,1.200,1.200,1.200,1.200,-850.8E-6,1.200,1.200,0.000,0.000,174.2E-3,497.2E-3,550.0E-3,1.197
10.05E-9,1.200,1.200,1.200,1.200,-966.2E-6,1.200,1.200,0.000,0.000,174.3E-3,496.8E-3,550.0E-3,1.199
10.06E-9,1.200,1.200,1.200,1.200,-724.9E-6,1.200,1.200,0.000,0.000,174.3E-3,496.5E-3,550.0E-3,1.199
10.06E-9,1.200,1.200,1.200,1.200,-358.7E-6,1.200,1.200,0.000,0.000,174.3E-3,497.0E-3,550.0E-3,1.200
10.07E-9,1.200,1.200,1.200,1.200,-38.63E-6,1.200,1.200,0.000,0.000,174.3E-3,498.3E-3,550.0E-3,1.200
10.07E-9,1.200,1.200,1.200,1.200,-1.189E-6,1.200,1.200,0.000,0.000,174.4E-3,498.6E-3,550.0E-3,1.200
10.08E-9,1.200,1.200,1.200,1.200,8.837E-6,1.200,1.200,0.000,0.000,174.4E-3,498.7E-3,550.0E-3,1.200
10.09E-9,1.200,1.200,1.200,1.200,3.276E-6,1.200,1.200,0.000,0.000,174.4E-3,498.5E-3,550.0E-3,1.200
10.10E-9,1.200,1.200,1.200,1.200,11.53E-6,1.200,1.200,0.000,0.000,174.4E-3,498.0E-3,550.0E-3,1.200
10.13E-9,1.200,1.200,1.200,1.200,3.352E-6,1.200,1.200,0.000,0.000,174.4E-3,497.0E-3,550.0E-3,1.200
10.17E-9,1.200,1.200,1.200,1.200,11.45E-6,1.200,1.200,0.000,0.000,174.5E-3,495.1E-3,550.0E-3,1.200
10.27E-9,1.200,1.200,1.200,1.200,3.220E-6,1.200,1.200,0.000,0.000,174.5E-3,491.3E-3,550.0E-3,1.200
10.46E-9,1.200,1.200,1.200,1.200,11.40E-6,1.200,1.200,0.000,0.000,174.5E-3,483.8E-3,550.0E-3,1.200
10.84E-9,1.200,1.200,1.200,1.200,3.208E-6,1.200,1.200,0.000,0.000,174.5E-3,469.4E-3,550.0E-3,1.200
11.60E-9,1.200,1.200,1.200,1.200,11.40E-6,1.200,1.200,0.000,0.000,174.5E-3,442.4E-3,550.0E-3,1.200
12.00E-9,1.200,1.200,1.200,1.200,3.173E-6,1.200,1.200,0.000,0.000,174.5E-3,429.3E-3,550.0E-3,1.200
12.00E-9,1.200,1.200,1.200,1.200,-56.22E-6,1.190,1.190,0.000,0.000,174.5E-3,426.3E-3,550.0E-3,1.200
12.00E-9,1.200,1.200,1.200,1.200,-174.4E-6,1.170,1.170,0.000,0.000,174.5E-3,420.8E-3,550.0E-3,1.200
12.00E-9,1.200,1.200,1.200,1.200,-347.5E-6,1.130,1.130,0.000,0.000,174.5E-3,412.0E-3,550.0E-3,1.199
12.00E-9,1.200,1.200,1.200,1.200,-493.0E-6,1.055,1.055,0.000,0.000,174.5E-3,400.0E-3,550.0E-3,1.199
12.00E-9,1.200,1.200,1.200,1.200,-431.8E-6,950.4E-3,950.4E-3,0.000,0.000,174.5E-3,386.1E-3,550.0E-3,1.199
12.00E-9,1.200,1.200,1.200,1.200,234.9E-6,812.5E-3,812.5E-3,0.000,0.000,174.5E-3,366.5E-3,550.0E-3,1.200
12.00E-9,1.200,1.200,1.200,1.200,2.487E-3,638.7E-3,638.7E-3,0.000,0.000,174.5E-3,349.0E-3,550.0E-3,1.204
12.01E-9,1.200,1.200,1.200,1.200,5.665E-3,492.6E-3,492.6E-3,0.000,0.000,174.5E-3,368.8E-3,550.0E-3,1.211
12.01E-9,1.200,1.200,1.200,1.200,9.031E-3,344.6E-3,344.6E-3,0.000,0.000,174.5E-3,472.4E-3,550.0E-3,1.216
12.01E-9,1.200,1.200,1.200,1.200,8.328E-3,224.5E-3,224.5E-3,0.000,0.000,174.4E-3,632.5E-3,550.0E-3,1.203
12.01E-9,1.200,1.200,1.200,1.200,-4.864E-3,108.5E-3,108.5E-3,0.000,0.000,174.3E-3,817.2E-3,550.0E-3,1.134
12.01E-9,1.200,1.200,1.200,1.200,-16.28E-3,54.24E-3,54.24E-3,0.000,0.000,174.2E-3,891.8E-3,550.0E-3,1.072
12.01E-9,1.200,1.200,1.200,1.200,-23.26E-3,27.12E-3,27.12E-3,0.000,0.000,174.2E-3,920.8E-3,550.0E-3,1.031
12.01E-9,1.200,1.200,1.200,1.200,-30.82E-3,0.000,0.000,0.000,0.000,174.1E-3,943.5E-3,550.0E-3,983.2E-3
12.01E-9,1.200,1.200,1.200,1.200,-33.54E-3,0.000,0.000,0.000,0.000,174.1E-3,952.8E-3,550.0E-3,963.5E-3
12.01E-9,1.200,1.200,1.200,1.200,-36.97E-3,0.000,0.000,0.000,0.000,174.1E-3,963.6E-3,550.0E-3,938.3E-3
12.01E-9,1.200,1.200,1.200,1.200,-42.73E-3,0.000,0.000,0.000,0.000,174.2E-3,977.6E-3,550.0E-3,894.8E-3
12.01E-9,1.200,1.200,1.200,1.200,-54.47E-3,0.000,0.000,0.000,0.000,174.2E-3,996.3E-3,550.0E-3,798.3E-3
12.01E-9,1.200,1.200,1.200,1.200,-72.13E-3,0.000,0.000,0.000,0.000,174.3E-3,1.010,550.0E-3,627.5E-3
12.01E-9,1.200,1.200,1.200,1.200,-84.21E-3,0.000,0.000,0.000,0.000,174.6E-3,1.013,550.0E-3,456.4E-3
12.01E-9,1.200,1.200,1.200,1.200,-84.56E-3,0.000,0.000,0.000,0.000,174.9E-3,1.013,550.0E-3,326.1E-3
12.01E-9,1.200,1.200,1.200,1.200,-76.82E-3,0.000,0.000,0.000,0.000,175.2E-3,1.012,550.0E-3,221.8E-3
12.01E-9,1.200,1.200,1.200,1.200,-64.69E-3,0.000,0.000,0.000,0.000,175.6E-3,1.010,550.0E-3,147.7E-3
12.01E-9,1.200,1.200,1.200,1.200,-48.15E-3,0.000,0.000,0.000,0.000,175.8E-3,1.009,550.0E-3,87.67E-3
12.01E-9,1.200,1.200,1.200,1.200,-34.53E-3,0.000,0.000,0.000,0.000,175.9E-3,1.007,550.0E-3,54.31E-3
12.01E-9,1.200,1.200,1.200,1.200,-22.50E-3,0.000,0.000,0.000,0.000,175.9E-3,1.005,550.0E-3,31.52E-3
12.02E-9,1.200,1.200,1.200,1.200,-12.53E-3,0.000,0.000,0.000,0.000,175.7E-3,1.004,550.0E-3,16.15E-3
12.02E-9,1.200,1.200,1.200,1.200,-5.753E-3,0.000,0.000,0.000,0.000,175.5E-3,1.002,550.0E-3,7.150E-3
12.02E-9,1.200,1.200,1.200,1.200,-1.957E-3,0.000,0.000,0.000,0.000,175.3E-3,1.001,550.0E-3,2.562E-3
12.02E-9,1.200,1.200,1.200,1.200,-349.7E-6,0.000,0.000,0.000,0.000,175.1E-3,1.001,550.0E-3,611.7E-6
12.02E-9,1.200,1.200,1.200,1.200,58.69E-6,0.000,0.000,0.000,0.000,174.9E-3,1.001,550.0E-3,49.40E-6
12.02E-9,1.200,1.200,1.200,1.200,39.54E-6,0.000,0.000,0.000,0.000,174.8E-3,1.000,550.0E-3,-11.23E-6
12.03E-9,1.200,1.200,1.200,1.200,20.90E-6,0.000,0.000,0.000,0.000,174.7E-3,1.000,550.0E-3,1.099E-6
12.03E-9,1.200,1.200,1.200,1.200,3.466E-6,0.000,0.000,0.000,0.000,174.7E-3,1.000,550.0E-3,-1.708E-6
12.04E-9,1.200,1.200,1.200,1.200,7.549E-6,0.000,0.000,0.000,0.000,174.7E-3,1.000,550.0E-3,1.476E-6
12.05E-9,1.200,1.200,1.200,1.200,-2.519E-6,0.000,0.000,0.000,0.000,174.6E-3,1.000,550.0E-3,-1.348E-6
12.07E-9,1.200,1.200,1.200,1.200,4.917E-6,0.000,0.000,0.000,0.000,174.6E-3,1.000,550.0E-3,1.481E-6
12.09E-9,1.200,1.200,1.200,1.200,-3.837E-6,0.000,0.000,0.000,0.000,174.6E-3,1.000,550.0E-3,-1.296E-6
12.11E-9,1.200,1.200,1.200,1.200,4.518E-6,0.000,0.000,0.000,0.000,174.6E-3,1.000,550.0E-3,1.474E-6
12.14E-9,1.200,1.200,1.200,1.200,-4.124E-6,0.000,0.000,0.000,0.000,174.6E-3,1.000,550.0E-3,-1.288E-6
12.17E-9,1.200,1.200,1.200,1.200,4.477E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.474E-6
12.20E-9,1.200,1.200,1.200,1.200,-4.215E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,-1.288E-6
12.24E-9,1.200,1.200,1.200,1.200,4.481E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.475E-6
12.29E-9,1.200,1.200,1.200,1.200,-4.255E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,-1.290E-6
12.36E-9,1.200,1.200,1.200,1.200,4.479E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,1.477E-6
12.46E-9,1.200,1.200,1.200,1.200,-4.277E-6,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,-1.291E-6
