time (s),/YS<0> (V),/WENB (V),/WeightB (V),/RFS_ENB (V),/I0/VOUTB (V),/cmIn (V),/PRE (V),/WWL<0> (V),/RWL<0> (V),/I0/WBL (V),/I0/VRBL (V),/Vref (V),/VOUT (V)
22.01E-9,1.200,1.200,1.200,334.2E-3,19.84E-3,334.2E-3,1.200,865.8E-3,865.8E-3,505.7E-3,504.5E-3,550.0E-3,1.201
22.01E-9,1.200,1.200,1.200,200.9E-3,20.14E-3,200.9E-3,1.200,999.1E-3,999.1E-3,628.7E-3,647.5E-3,550.0E-3,1.201
22.01E-9,1.200,1.200,1.200,100.4E-3,22.34E-3,100.4E-3,1.200,1.100,1.100,764.3E-3,782.4E-3,550.0E-3,1.202
22.01E-9,1.200,1.200,1.200,50.22E-3,24.52E-3,50.22E-3,1.200,1.150,1.150,852.7E-3,844.3E-3,550.0E-3,1.202
22.01E-9,1.200,1.200,1.200,25.11E-3,25.93E-3,25.11E-3,1.200,1.175,1.175,902.5E-3,870.9E-3,550.0E-3,1.203
22.01E-9,1.200,1.200,1.200,0.000,27.56E-3,0.000,1.200,1.200,1.200,955.8E-3,893.8E-3,550.0E-3,1.203
22.01E-9,1.200,1.200,1.200,0.000,28.58E-3,0.000,1.200,1.200,1.200,978.3E-3,904.0E-3,550.0E-3,1.203
22.01E-9,1.200,1.200,1.200,0.000,29.69E-3,0.000,1.200,1.200,1.200,1.004,915.4E-3,550.0E-3,1.203
22.01E-9,1.200,1.200,1.200,0.000,31.06E-3,0.000,1.200,1.200,1.200,1.046,931.5E-3,550.0E-3,1.204
22.01E-9,1.200,1.200,1.200,0.000,32.56E-3,0.000,1.200,1.200,1.200,1.123,955.4E-3,550.0E-3,1.204
22.01E-9,1.200,1.200,1.200,0.000,32.64E-3,0.000,1.200,1.200,1.200,1.242,979.6E-3,550.0E-3,1.203
22.01E-9,1.200,1.200,1.200,0.000,30.45E-3,0.000,1.200,1.200,1.200,1.350,991.1E-3,550.0E-3,1.202
22.01E-9,1.200,1.200,1.200,0.000,26.72E-3,0.000,1.200,1.200,1.200,1.447,996.1E-3,550.0E-3,1.200
22.01E-9,1.200,1.200,1.200,0.000,21.88E-3,0.000,1.200,1.200,1.200,1.534,998.2E-3,550.0E-3,1.198
22.01E-9,1.200,1.200,1.200,0.000,16.24E-3,0.000,1.200,1.200,1.200,1.610,999.1E-3,550.0E-3,1.197
22.02E-9,1.200,1.200,1.200,0.000,10.59E-3,0.000,1.200,1.200,1.200,1.666,999.5E-3,550.0E-3,1.197
22.02E-9,1.200,1.200,1.200,0.000,5.713E-3,0.000,1.200,1.200,1.200,1.700,999.7E-3,550.0E-3,1.197
22.02E-9,1.200,1.200,1.200,0.000,2.815E-3,0.000,1.200,1.200,1.200,1.714,999.9E-3,550.0E-3,1.198
22.02E-9,1.200,1.200,1.200,0.000,1.340E-3,0.000,1.200,1.200,1.200,1.720,999.9E-3,550.0E-3,1.199
22.02E-9,1.200,1.200,1.200,0.000,655.0E-6,0.000,1.200,1.200,1.200,1.724,1.000,550.0E-3,1.199
22.03E-9,1.200,1.200,1.200,0.000,342.9E-6,0.000,1.200,1.200,1.200,1.726,1.000,550.0E-3,1.200
22.03E-9,1.200,1.200,1.200,0.000,257.2E-6,0.000,1.200,1.200,1.200,1.729,1.000,550.0E-3,1.200
22.04E-9,1.200,1.200,1.200,0.000,244.2E-6,0.000,1.200,1.200,1.200,1.734,1.000,550.0E-3,1.200
22.04E-9,1.200,1.200,1.200,0.000,224.7E-6,0.000,1.200,1.200,1.200,1.740,1.000,550.0E-3,1.200
22.05E-9,1.200,1.200,1.200,0.000,171.2E-6,0.000,1.200,1.200,1.200,1.749,1.000,550.0E-3,1.200
22.07E-9,1.200,1.200,1.200,0.000,102.5E-6,0.000,1.200,1.200,1.200,1.757,1.000,550.0E-3,1.200
22.09E-9,1.200,1.200,1.200,0.000,65.92E-6,0.000,1.200,1.200,1.200,1.761,1.000,550.0E-3,1.200
22.10E-9,1.200,1.200,1.200,0.000,46.92E-6,0.000,1.200,1.200,1.200,1.764,1.000,550.0E-3,1.200
22.12E-9,1.200,1.200,1.200,0.000,36.11E-6,0.000,1.200,1.200,1.200,1.766,1.000,550.0E-3,1.200
22.15E-9,1.200,1.200,1.200,0.000,30.11E-6,0.000,1.200,1.200,1.200,1.768,1.000,550.0E-3,1.200
22.18E-9,1.200,1.200,1.200,0.000,26.03E-6,0.000,1.200,1.200,1.200,1.770,1.000,550.0E-3,1.200
22.22E-9,1.200,1.200,1.200,0.000,23.40E-6,0.000,1.200,1.200,1.200,1.772,1.000,550.0E-3,1.200
22.28E-9,1.200,1.200,1.200,0.000,20.61E-6,0.000,1.200,1.200,1.200,1.775,1.000,550.0E-3,1.200
22.37E-9,1.200,1.200,1.200,0.000,18.22E-6,0.000,1.200,1.200,1.200,1.779,1.000,550.0E-3,1.200
22.50E-9,1.200,1.200,1.200,0.000,15.08E-6,0.000,1.200,1.200,1.200,1.784,1.000,550.0E-3,1.200
22.73E-9,1.200,1.200,1.200,0.000,12.26E-6,0.000,1.200,1.200,1.200,1.789,1.000,550.0E-3,1.200
23.04E-9,1.200,1.200,1.200,0.000,9.790E-6,0.000,1.200,1.200,1.200,1.794,1.000,550.0E-3,1.200
23.43E-9,1.200,1.200,1.200,0.000,8.613E-6,0.000,1.200,1.200,1.200,1.796,1.000,550.0E-3,1.200
23.88E-9,1.200,1.200,1.200,0.000,7.819E-6,0.000,1.200,1.200,1.200,1.797,1.000,550.0E-3,1.200
24.41E-9,1.200,1.200,1.200,0.000,7.703E-6,0.000,1.200,1.200,1.200,1.797,1.000,550.0E-3,1.200
25.07E-9,1.200,1.200,1.200,0.000,7.419E-6,0.000,1.200,1.200,1.200,1.797,1.000,550.0E-3,1.200
25.95E-9,1.200,1.200,1.200,0.000,7.525E-6,0.000,1.200,1.200,1.200,1.797,1.000,550.0E-3,1.200
26.00E-9,1.200,1.200,1.200,0.000,7.451E-6,0.000,1.200,1.200,1.200,1.797,1.000,550.0E-3,1.200
26.00E-9,1.200,1.200,1.200,10.01E-3,148.3E-6,0.000,1.190,1.190,1.200,1.797,999.7E-3,550.0E-3,1.200
26.00E-9,1.200,1.200,1.200,30.03E-3,174.7E-6,0.000,1.170,1.170,1.200,1.796,999.1E-3,550.0E-3,1.200
26.00E-9,1.200,1.200,1.200,70.06E-3,-713.9E-6,0.000,1.130,1.130,1.200,1.789,998.6E-3,550.0E-3,1.199
26.00E-9,1.200,1.200,1.200,122.3E-3,-2.527E-3,0.000,1.078,1.078,1.200,1.774,998.4E-3,550.0E-3,1.199
26.00E-9,1.200,1.200,1.200,196.8E-3,-4.896E-3,0.000,1.003,1.003,1.200,1.746,998.5E-3,550.0E-3,1.198
26.00E-9,1.200,1.200,1.200,299.3E-3,-6.787E-3,0.000,900.7E-3,900.7E-3,1.200,1.705,999.0E-3,550.0E-3,1.198
26.00E-9,1.200,1.200,1.200,421.9E-3,-7.330E-3,0.000,778.1E-3,778.1E-3,1.200,1.661,1.001,550.0E-3,1.199
26.00E-9,1.200,1.200,1.200,554.5E-3,-7.330E-3,0.000,645.5E-3,645.5E-3,1.200,1.620,1.005,550.0E-3,1.203
26.01E-9,1.200,1.200,1.200,675.7E-3,-7.479E-3,0.000,524.3E-3,524.3E-3,1.200,1.585,1.010,550.0E-3,1.208
26.01E-9,1.200,1.200,1.200,767.1E-3,-7.233E-3,0.000,432.9E-3,432.9E-3,1.200,1.558,1.016,550.0E-3,1.213
26.01E-9,1.200,1.200,1.200,869.9E-3,-7.383E-3,0.000,330.1E-3,330.1E-3,1.200,1.524,1.022,550.0E-3,1.216
26.01E-9,1.200,1.200,1.200,956.0E-3,-10.32E-3,0.000,244.0E-3,244.0E-3,1.200,1.489,1.026,550.0E-3,1.204
26.01E-9,1.200,1.200,1.200,1.076,-23.80E-3,0.000,124.5E-3,124.5E-3,1.200,1.432,1.029,550.0E-3,1.133
26.01E-9,1.200,1.200,1.200,1.138,-36.56E-3,0.000,62.23E-3,62.23E-3,1.200,1.397,1.029,550.0E-3,1.059
26.01E-9,1.200,1.200,1.200,1.169,-44.32E-3,0.000,31.11E-3,31.11E-3,1.200,1.379,1.028,550.0E-3,1.010
26.01E-9,1.200,1.200,1.200,1.200,-52.54E-3,0.000,0.000,0.000,1.200,1.359,1.027,550.0E-3,951.2E-3
26.01E-9,1.200,1.200,1.200,1.200,-55.27E-3,0.000,0.000,0.000,1.200,1.353,1.027,550.0E-3,930.4E-3
26.01E-9,1.200,1.200,1.200,1.200,-58.95E-3,0.000,0.000,0.000,1.200,1.344,1.027,550.0E-3,901.0E-3
26.01E-9,1.200,1.200,1.200,1.200,-64.54E-3,0.000,0.000,0.000,1.200,1.330,1.026,550.0E-3,852.0E-3
26.01E-9,1.200,1.200,1.200,1.200,-74.39E-3,0.000,0.000,0.000,1.200,1.304,1.025,550.0E-3,755.0E-3
26.01E-9,1.200,1.200,1.200,1.200,-89.73E-3,0.000,0.000,0.000,1.200,1.263,1.021,550.0E-3,581.3E-3
26.01E-9,1.200,1.200,1.200,1.200,-100.2E-3,0.000,0.000,0.000,1.200,1.217,1.017,550.0E-3,388.7E-3
26.01E-9,1.200,1.200,1.200,1.200,-96.70E-3,0.000,0.000,0.000,1.200,1.178,1.014,550.0E-3,236.2E-3
26.01E-9,1.200,1.200,1.200,1.200,-86.46E-3,0.000,0.000,0.000,1.200,1.148,1.012,550.0E-3,146.2E-3
26.01E-9,1.200,1.200,1.200,1.200,-72.85E-3,0.000,0.000,0.000,1.200,1.121,1.010,550.0E-3,90.63E-3
26.01E-9,1.200,1.200,1.200,1.200,-58.35E-3,0.000,0.000,0.000,1.200,1.093,1.009,550.0E-3,55.77E-3
26.01E-9,1.200,1.200,1.200,1.200,-44.52E-3,0.000,0.000,0.000,1.200,1.063,1.007,550.0E-3,33.37E-3
26.01E-9,1.200,1.200,1.200,1.200,-34.39E-3,0.000,0.000,0.000,1.200,1.035,1.006,550.0E-3,20.81E-3
26.02E-9,1.200,1.200,1.200,1.200,-26.23E-3,0.000,0.000,0.000,1.200,1.004,1.004,550.0E-3,12.37E-3
26.02E-9,1.200,1.200,1.200,1.200,-19.73E-3,0.000,0.000,0.000,1.200,967.9E-3,1.003,550.0E-3,6.522E-3
26.02E-9,1.200,1.200,1.200,1.200,-14.48E-3,0.000,0.000,0.000,1.200,921.0E-3,1.002,550.0E-3,2.714E-3
26.02E-9,1.200,1.200,1.200,1.200,-10.92E-3,0.000,0.000,0.000,1.200,868.1E-3,1.001,550.0E-3,956.7E-6
26.02E-9,1.200,1.200,1.200,1.200,-8.279E-3,0.000,0.000,0.000,1.200,812.6E-3,1.001,550.0E-3,382.1E-6
26.02E-9,1.200,1.200,1.200,1.200,-5.988E-3,0.000,0.000,0.000,1.200,753.6E-3,1.000,550.0E-3,191.9E-6
26.03E-9,1.200,1.200,1.200,1.200,-3.770E-3,0.000,0.000,0.000,1.200,687.3E-3,1.000,550.0E-3,118.5E-6
26.03E-9,1.200,1.200,1.200,1.200,-2.453E-3,0.000,0.000,0.000,1.200,637.5E-3,1.000,550.0E-3,55.91E-6
26.03E-9,1.200,1.200,1.200,1.200,-1.551E-3,0.000,0.000,0.000,1.200,596.6E-3,1.000,550.0E-3,40.33E-6
26.04E-9,1.200,1.200,1.200,1.200,-1.021E-3,0.000,0.000,0.000,1.200,561.4E-3,1.000,550.0E-3,10.39E-6
26.04E-9,1.200,1.200,1.200,1.200,-681.7E-6,0.000,0.000,0.000,1.200,528.3E-3,1.000,550.0E-3,13.05E-6
26.05E-9,1.200,1.200,1.200,1.200,-530.7E-6,0.000,0.000,0.000,1.200,494.9E-3,1.000,550.0E-3,-2.939E-6
26.06E-9,1.200,1.200,1.200,1.200,-402.3E-6,0.000,0.000,0.000,1.200,457.5E-3,1.000,550.0E-3,7.682E-6
26.08E-9,1.200,1.200,1.200,1.200,-337.1E-6,0.000,0.000,0.000,1.200,412.2E-3,1.000,550.0E-3,-4.926E-6
26.10E-9,1.200,1.200,1.200,1.200,-223.7E-6,0.000,0.000,0.000,1.200,355.2E-3,1.000,550.0E-3,6.821E-6
26.13E-9,1.200,1.200,1.200,1.200,-171.6E-6,0.000,0.000,0.000,1.200,298.6E-3,1.000,550.0E-3,-5.627E-6
26.16E-9,1.200,1.200,1.200,1.200,-106.2E-6,0.000,0.000,0.000,1.200,257.8E-3,1.000,550.0E-3,6.390E-6
26.19E-9,1.200,1.200,1.200,1.200,-86.14E-6,0.000,0.000,0.000,1.200,226.2E-3,1.000,550.0E-3,-5.710E-6
26.23E-9,1.200,1.200,1.200,1.200,-31.76E-6,0.000,0.000,0.000,1.200,203.2E-3,1.000,550.0E-3,6.227E-6
26.28E-9,1.200,1.200,1.200,1.200,-31.41E-6,0.000,0.000,0.000,1.200,187.8E-3,1.000,550.0E-3,-5.863E-6
26.34E-9,1.200,1.200,1.200,1.200,2.955E-6,0.000,0.000,0.000,1.200,180.1E-3,1.000,550.0E-3,6.143E-6
26.40E-9,1.200,1.200,1.200,1.200,-14.25E-6,0.000,0.000,0.000,1.200,176.4E-3,1.000,550.0E-3,-5.929E-6
26.48E-9,1.200,1.200,1.200,1.200,10.85E-6,0.000,0.000,0.000,1.200,175.0E-3,1.000,550.0E-3,6.132E-6
26.59E-9,1.200,1.200,1.200,1.200,-11.46E-6,0.000,0.000,0.000,1.200,174.6E-3,1.000,550.0E-3,-5.947E-6
26.75E-9,1.200,1.200,1.200,1.200,11.60E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,6.137E-6
27.00E-9,1.200,1.200,1.200,1.200,-11.42E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-5.948E-6
27.49E-9,1.200,1.200,1.200,1.200,11.61E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,6.145E-6
28.14E-9,1.200,1.200,1.200,1.200,-11.42E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-5.954E-6
29.07E-9,1.200,1.200,1.200,1.200,11.61E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,6.144E-6
30.00E-9,1.200,1.200,1.200,1.200,-11.43E-6,0.000,0.000,0.000,1.200,174.5E-3,1.000,550.0E-3,-5.957E-6
30.00E-9,1.200,1.200,1.200,1.200,-488.8E-9,0.000,0.000,0.000,1.190,174.5E-3,1.000,550.0E-3,131.3E-9
30.00E-9,1.200,1.200,1.200,1.200,66.66E-9,0.000,0.000,0.000,1.170,174.5E-3,1.000,550.0E-3,190.0E-9
30.00E-9,1.200,1.200,1.200,1.200,-140.0E-9,0.000,0.000,0.000,1.130,174.5E-3,1.000,550.0E-3,166.9E-9
30.00E-9,1.200,1.200,1.200,1.200,375.2E-9,0.000,0.000,0.000,1.050,174.5E-3,1.000,550.0E-3,170.7E-9
30.00E-9,1.200,1.200,1.200,1.200,15.36E-9,0.000,0.000,0.000,889.7E-3,174.5E-3,1.000,550.0E-3,82.96E-9
30.00E-9,1.200,1.200,1.200,1.200,333.3E-9,0.000,0.000,0.000,639.8E-3,174.5E-3,1.000,550.0E-3,104.1E-9
30.01E-9,1.200,1.200,1.200,1.200,-67.81E-9,0.000,0.000,0.000,330.7E-3,174.5E-3,1.000,550.0E-3,74.80E-9
30.01E-9,1.200,1.200,1.200,1.200,295.4E-9,0.000,0.000,0.000,165.4E-3,174.5E-3,1.000,550.0E-3,109.8E-9
30.01E-9,1.200,1.200,1.200,1.200,-77.80E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,75.06E-9
30.01E-9,1.200,1.200,1.200,1.200,100.6E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.95E-9
30.01E-9,1.200,1.200,1.200,1.200,109.0E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.22E-9
30.01E-9,1.200,1.200,1.200,1.200,99.52E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.09E-9
30.01E-9,1.200,1.200,1.200,1.200,106.1E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.36E-9
30.01E-9,1.200,1.200,1.200,1.200,95.31E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.36E-9
30.02E-9,1.200,1.200,1.200,1.200,100.1E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.74E-9
30.02E-9,1.200,1.200,1.200,1.200,90.02E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.72E-9
30.02E-9,1.200,1.200,1.200,1.200,97.27E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.94E-9
30.03E-9,1.200,1.200,1.200,1.200,89.04E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.80E-9
30.03E-9,1.200,1.200,1.200,1.200,97.10E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.04E-9,1.200,1.200,1.200,1.200,89.21E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.05E-9,1.200,1.200,1.200,1.200,97.36E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.07E-9,1.200,1.200,1.200,1.200,89.56E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.09E-9,1.200,1.200,1.200,1.200,97.68E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.12E-9,1.200,1.200,1.200,1.200,89.76E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.15E-9,1.200,1.200,1.200,1.200,97.76E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.19E-9,1.200,1.200,1.200,1.200,89.78E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.23E-9,1.200,1.200,1.200,1.200,97.75E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.28E-9,1.200,1.200,1.200,1.200,89.78E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.35E-9,1.200,1.200,1.200,1.200,97.74E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
30.46E-9,1.200,1.200,1.200,1.200,89.76E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
30.66E-9,1.200,1.200,1.200,1.200,97.73E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
31.06E-9,1.200,1.200,1.200,1.200,89.75E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
31.86E-9,1.200,1.200,1.200,1.200,97.70E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,92.96E-9
32.00E-9,1.200,1.200,1.200,1.200,89.73E-9,0.000,0.000,0.000,0.000,174.5E-3,1.000,550.0E-3,93.81E-9
32.00E-9,1.200,1.200,1.200,1.200,168.8E-6,0.000,10.01E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,208.8E-6
32.00E-9,1.200,1.200,1.200,1.200,452.9E-6,0.000,30.02E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,551.2E-6
32.00E-9,1.200,1.200,1.200,1.200,714.9E-6,0.000,70.06E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,833.1E-6
32.00E-9,1.200,1.200,1.200,1.200,706.6E-6,0.000,150.1E-3,0.000,0.000,174.5E-3,1.001,550.0E-3,751.3E-6
32.00E-9,1.200,1.200,1.200,1.200,407.2E-6,0.000,295.9E-3,0.000,0.000,174.5E-3,1.000,550.0E-3,370.0E-6
32.00E-9,1.200,1.200,1.200,1.200,311.9E-6,0.000,423.9E-3,0.000,0.000,174.5E-3,999.1E-3,550.0E-3,294.5E-6
32.00E-9,1.200,1.200,1.200,1.200,415.8E-6,0.000,563.3E-3,0.000,0.000,174.5E-3,995.4E-3,550.0E-3,439.8E-6
32.01E-9,1.200,1.200,1.200,1.200,469.0E-6,0.000,675.8E-3,0.000,0.000,174.5E-3,990.6E-3,550.0E-3,642.4E-6
32.01E-9,1.200,1.200,1.200,1.200,-188.6E-6,0.000,763.8E-3,0.000,0.000,174.5E-3,981.7E-3,550.0E-3,657.0E-6
32.01E-9,1.200,1.200,1.200,1.200,-3.138E-3,0.000,863.1E-3,0.000,0.000,174.5E-3,975.6E-3,550.0E-3,163.4E-6
32.01E-9,1.200,1.200,1.200,1.200,-7.134E-3,0.000,945.2E-3,0.000,0.000,174.5E-3,976.7E-3,550.0E-3,-483.9E-6
32.01E-9,1.200,1.200,1.200,1.200,-12.31E-3,0.000,1.051,0.000,0.000,174.5E-3,981.4E-3,550.0E-3,-1.008E-3
32.01E-9,1.200,1.200,1.200,1.200,-15.47E-3,0.000,1.126,0.000,0.000,174.5E-3,984.3E-3,550.0E-3,-1.120E-3
32.01E-9,1.200,1.200,1.200,1.200,-16.86E-3,0.000,1.163,0.000,0.000,174.6E-3,985.4E-3,550.0E-3,-1.080E-3
32.01E-9,1.200,1.200,1.200,1.200,-18.12E-3,0.000,1.200,0.000,0.000,174.6E-3,986.2E-3,550.0E-3,-950.7E-6
32.01E-9,1.200,1.200,1.200,1.200,-18.52E-3,0.000,1.200,0.000,0.000,174.6E-3,986.0E-3,550.0E-3,-1.006E-3
32.01E-9,1.200,1.200,1.200,1.200,-19.13E-3,0.000,1.200,0.000,0.000,174.6E-3,985.9E-3,550.0E-3,-1.077E-3
32.01E-9,1.200,1.200,1.200,1.200,-20.00E-3,0.000,1.200,0.000,0.000,174.6E-3,986.0E-3,550.0E-3,-1.109E-3
32.01E-9,1.200,1.200,1.200,1.200,-21.65E-3,0.000,1.200,0.000,0.000,174.7E-3,986.9E-3,550.0E-3,-939.4E-6
32.01E-9,1.200,1.200,1.200,1.200,-24.40E-3,0.000,1.200,0.000,0.000,174.7E-3,988.5E-3,550.0E-3,-68.31E-6
32.01E-9,1.200,1.200,1.200,1.200,-28.19E-3,0.000,1.200,0.000,0.000,174.8E-3,989.3E-3,550.0E-3,2.300E-3
32.01E-9,1.200,1.200,1.200,1.200,-32.23E-3,0.000,1.200,0.000,0.000,174.9E-3,988.7E-3,550.0E-3,6.323E-3
32.01E-9,1.200,1.200,1.200,1.200,-28.14E-3,0.000,1.200,0.000,0.000,175.0E-3,988.2E-3,550.0E-3,13.27E-3
32.01E-9,1.200,1.200,1.200,1.200,515.6E-6,0.000,1.200,0.000,0.000,175.4E-3,988.2E-3,550.0E-3,23.45E-3
32.02E-9,1.200,1.200,1.200,1.200,47.00E-3,0.000,1.200,0.000,0.000,175.7E-3,988.8E-3,550.0E-3,28.04E-3
32.02E-9,1.200,1.200,1.200,1.200,134.2E-3,0.000,1.200,0.000,0.000,176.0E-3,990.5E-3,550.0E-3,31.23E-3
32.02E-9,1.200,1.200,1.200,1.200,264.2E-3,0.000,1.200,0.000,0.000,175.5E-3,992.9E-3,550.0E-3,32.60E-3
32.02E-9,1.200,1.200,1.200,1.200,395.2E-3,0.000,1.200,0.000,0.000,174.2E-3,994.8E-3,550.0E-3,32.61E-3
32.02E-9,1.200,1.200,1.200,1.200,528.3E-3,0.000,1.200,0.000,0.000,171.5E-3,996.3E-3,550.0E-3,30.29E-3
32.02E-9,1.200,1.200,1.200,1.200,678.0E-3,0.000,1.200,0.000,0.000,166.1E-3,997.7E-3,550.0E-3,25.58E-3
32.02E-9,1.200,1.200,1.200,1.200,836.5E-3,0.000,1.200,0.000,0.000,157.3E-3,998.8E-3,550.0E-3,21.32E-3
32.02E-9,1.200,1.200,1.200,1.200,967.4E-3,0.000,1.200,0.000,0.000,147.4E-3,999.4E-3,550.0E-3,16.26E-3
32.03E-9,1.200,1.200,1.200,1.200,1.084,0.000,1.200,0.000,0.000,136.1E-3,999.3E-3,550.0E-3,8.849E-3
32.03E-9,1.200,1.200,1.200,1.200,1.137,0.000,1.200,0.000,0.000,129.2E-3,999.3E-3,550.0E-3,4.373E-3
32.03E-9,1.200,1.200,1.200,1.200,1.176,0.000,1.200,0.000,0.000,122.5E-3,999.4E-3,550.0E-3,1.045E-3
32.03E-9,1.200,1.200,1.200,1.200,1.192,0.000,1.200,0.000,0.000,118.8E-3,999.6E-3,550.0E-3,17.60E-6
32.03E-9,1.200,1.200,1.200,1.200,1.203,0.000,1.200,0.000,0.000,115.5E-3,999.7E-3,550.0E-3,-577.2E-6
32.03E-9,1.200,1.200,1.200,1.200,1.207,0.000,1.200,0.000,0.000,113.8E-3,999.7E-3,550.0E-3,-944.5E-6
32.04E-9,1.200,1.200,1.200,1.200,1.208,0.000,1.200,0.000,0.000,111.9E-3,999.7E-3,550.0E-3,-1.651E-3
32.04E-9,1.200,1.200,1.200,1.200,1.207,0.000,1.200,0.000,0.000,110.7E-3,999.7E-3,550.0E-3,-2.488E-3
32.04E-9,1.200,1.200,1.200,1.200,1.205,0.000,1.200,0.000,0.000,109.4E-3,999.7E-3,550.0E-3,-2.948E-3
32.04E-9,1.200,1.200,1.200,1.200,1.203,0.000,1.200,0.000,0.000,108.2E-3,999.6E-3,550.0E-3,-2.630E-3
32.04E-9,1.200,1.200,1.200,1.200,1.202,0.000,1.200,0.000,0.000,107.2E-3,999.5E-3,550.0E-3,-2.247E-3
32.04E-9,1.200,1.200,1.200,1.200,1.201,0.000,1.200,0.000,0.000,105.8E-3,999.3E-3,550.0E-3,-1.743E-3
32.05E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,103.8E-3,999.1E-3,550.0E-3,-1.047E-3
32.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,101.0E-3,999.3E-3,550.0E-3,-351.4E-6
32.05E-9,1.200,1.200,1.200,1.200,1.199,0.000,1.200,0.000,0.000,98.34E-3,999.7E-3,550.0E-3,-95.08E-6
32.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,95.90E-3,999.9E-3,550.0E-3,-7.222E-6
32.06E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,93.32E-3,1.000,550.0E-3,-2.074E-6
32.07E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,90.07E-3,1.000,550.0E-3,14.72E-6
32.08E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,85.91E-3,1.000,550.0E-3,1.536E-6
32.09E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,80.70E-3,1.000,550.0E-3,14.27E-6
32.12E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,74.42E-3,1.000,550.0E-3,1.184E-6
32.17E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,69.67E-3,1.000,550.0E-3,13.79E-6
32.22E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.90E-3,1.000,550.0E-3,914.9E-9
32.29E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.38E-3,1.000,550.0E-3,13.68E-6
32.39E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,893.3E-9
32.54E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,13.67E-6
32.81E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.200,0.000,0.000,67.30E-3,1.000,550.0E-3,886.8E-9
